entity1,relation,entity2,merged_sentence,label
an open source framework,uses,React,an open source framework uses react,F
typescript,is often used to bring,clarity,typescript is often used to bring clarity,F
The idea,be captured by,the slogan,the idea be captured by the slogan,F
all changes,are sent through,an API,all changes are sent through an api,F
all changes,are sent through,the native portion,all changes are sent through the native portion,F
the app,wait for,unfinished JavaScript operations,the app wait for unfinished javascript operations,F
Questions,may find,responses,questions may find responses,F
The docker tag,is often paired with,other tags,the docker tag is often paired with other tags,F
a set,allow,developers,a set allow developers,F
The term docker,refers to,a set,the term docker refers to a set,F
a set,build,containers,a set build containers,F
Docker,run,processes,docker run processes,F
The default execution driver,'s mainly written in,Go,the default execution driver 's mainly written in go,F
The default execution driver,can be found on,release 0.9 source,the default execution driver can be found on release 0.9 source,F
The default execution driver,can be found on,Github,the default execution driver can be found on github,F
code,can be found on,release 0.9 source,code can be found on release 0.9 source,F
code,can be found on,Github,code can be found on github,F
stable version,is given by,the following badge,stable version is given by the following badge,F
the following badge,links to,the corresponding release notes,the following badge links to the corresponding release notes,F
November 2019 Docker Inc. sold Docker Inc. enterprise business,sold,November 2019 Docker Inc. sold Docker Inc. enterprise business,november 2019 docker inc. sold docker inc. enterprise business sold november 2019 docker inc. sold docker inc. enterprise business,F
November 2019 Docker Inc. sold Docker Inc. enterprise business,sold,software,november 2019 docker inc. sold docker inc. enterprise business sold software,F
November 2019 Docker Inc. sold Docker Inc. enterprise business,sold,November 2019 Docker Inc. sold Docker Inc. enterprise business,november 2019 docker inc. sold docker inc. enterprise business sold november 2019 docker inc. sold docker inc. enterprise business,F
November 2019 Docker Inc. sold Docker Inc. enterprise business,sold,Mirantis,november 2019 docker inc. sold docker inc. enterprise business sold mirantis,F
Python,maintained since,January 1st,python maintained since january 1st,F
the question,concerns,an issue,the question concerns an issue,F
life date,was set as,the 1st,life date was set as the 1st,F
life date,see,PEP,life date see pep,F
All new projects,target,Python,all new projects target python,F
program,performs,a specific task,program performs a specific task,F
program,is relatively independent of,the remaining code,program is relatively independent of the remaining code,F
